OrderID,BuyerID,TransactionDate,Amount,Currency,PaymentMethod,ChargebackFiled,PreviousChargebacks,AVSMatch,BillingAddressMatch,ShippingProof,DeliveryProof,BankAddressMatch,BuyerCountry,OrderPlatform,SellerID,DiscrepancyReported,InsightGenerated,DisputeResolved
17e0aa3c-0398-4ca8-aa7e-9d498c778ea6,e1a4cea5-d743-4328-ad51-3f151de7b794,2024-08-06,417.98,AUD,PayPal,1,1,N,N,Provided,Not Delivered,Y,Venezuela,Amazon,060ec2d8-bec8-4771-8061-011181e3d9ee,Yes,Yes,Yes
b5d32b16-6619-4cb1-9710-37d1b83e90ec,e8f896e6-b979-4da3-87ae-38e6e80273d7,2025-01-12,391.3,GBP,Credit Card,0,3,Y,N,Not Provided,Delivered,N,Andorra,Shopify,70b0edc8-3c55-4b87-8140-4cee4bba8afb,Yes,No,No
a0116be5-ab0c-4681-88f8-e3d0d3290a4c,79f1124e-734a-4711-a374-f9339ec64c04,2024-12-19,436.31,AUD,PayPal,1,0,N,N,Not Provided,Delivered,N,Philippines,Etsy,7c99f3fe-c958-43ab-a9f3-32dcf11fe1d8,No,Yes,No
d3fbf47a-7e5b-4e7f-9ca5-499d004ae545,0609de0e-2072-405b-a690-8a417675f5da,2024-05-22,489.52,AUD,PayPal,1,2,Y,Y,Not Provided,Not Delivered,Y,Cocos (Keeling) Islands,Etsy,db557e27-6517-466d-b26d-6b9ba2ddca78,No,Yes,No
baf3897a-3e70-416a-9548-5822de1b372a,434ca9eb-24d1-4a83-9b40-470e4a60d71c,2023-10-10,401.59,EUR,Bank Transfer,0,0,N,Y,Provided,Delivered,N,Senegal,Shopify,147e0fc0-510a-4a26-8a51-f8a4baa2290c,Yes,No,Yes
101fbccc-ded7-43e8-b421-eaeb534097ca,d08cdbc8-0355-45d7-b034-a706fd3d87b8,2023-12-16,236.12,GBP,Credit Card,1,1,N,Y,Not Provided,Delivered,N,Jersey,Shopify,527e10b1-e61d-47dd-8e6b-c4d99303fd29,Yes,No,Yes
38c1962e-9148-424f-aac1-c14f30e9c5cc,eb6e97dc-a00a-4763-a440-d86bdbe00fbb,2025-02-09,392.46,USD,PayPal,1,3,N,N,Provided,Delivered,N,Niger,Shopify,f02a23bb-0b04-4c85-8072-7573b22203db,No,Yes,No
247a8333-f7b0-47d2-8da8-056c3d15eef7,9b47ab2a-a096-4069-b0d5-e0f30caa20b6,2025-02-09,67.95,USD,Bank Transfer,0,1,N,Y,Not Provided,Not Delivered,Y,Saint Martin,Amazon,52d2230c-6143-410b-9169-a7ff12441a5e,Yes,No,Yes
1759edc3-72ae-4244-8b01-63c1cd9d2b7d,eec00150-98f9-4c99-a08d-3d91e3f92882,2024-05-26,323.56,GBP,PayPal,0,3,Y,Y,Provided,Not Delivered,N,Serbia,Etsy,3112b53b-99ca-4248-ab05-b9767fdf3575,Yes,No,Yes
e005b860-51ef-4922-be43-c49e149818d1,9fcaea47-17da-45dc-bbde-bfbe148f03be,2023-11-12,80.24,INR,PayPal,0,0,Y,Y,Not Provided,Delivered,Y,Barbados,Amazon,584331e3-c7f2-4b40-aa4b-da4fb51df40b,No,No,Yes
7d41e602-eece-428b-bf7b-118e820865d6,1b81798f-d63d-4296-ac41-edb978aa566c,2024-02-16,472.89,AUD,Bank Transfer,1,1,N,Y,Provided,Delivered,N,Svalbard & Jan Mayen Islands,eBay,19507db4-8a08-41b6-b479-7d11025d1329,Yes,No,No
4a84eb03-8d1f-49b7-8d2b-9deb1beb3711,b9801938-5cdf-4ced-a03c-2658bc5110b4,2025-03-10,265.71,USD,Credit Card,1,1,N,N,Not Provided,Delivered,N,Bulgaria,eBay,3c9a52c8-1a3b-4455-9f48-702b06421ee9,Yes,No,No
552f233a-8c25-466a-9ff3-9849b4e1357d,62b70b81-c741-4394-98c4-0a4c260c6435,2023-06-21,213.18,GBP,Credit Card,1,0,Y,Y,Not Provided,Delivered,Y,Bolivia,eBay,f12a5c57-1c94-4e6a-9e99-c4da44b4fdd5,Yes,No,Yes
3405095c-8a50-46c1-ac18-8efbd080e66e,a9a0d026-bdb9-426b-8f48-e19eafbdc2db,2023-08-20,139.63,INR,PayPal,0,0,Y,N,Provided,Not Delivered,Y,Namibia,Amazon,8812df03-95fe-4c13-a960-a4c114f9f320,No,No,No
8c1745a7-9a6a-4f92-8ca7-4147f6be1f72,eb52d734-7f0e-49d7-9402-264a8379a53e,2024-09-04,389.37,GBP,Credit Card,1,0,Y,N,Not Provided,Not Delivered,N,Ukraine,Etsy,0f8ba059-ca7b-4202-8064-5946752371e5,Yes,Yes,Yes
1775336d-71ea-4d05-89a3-e80e966e1277,f9a3ab1c-8335-43a0-83ce-269e3cf0b6f3,2025-01-03,233.51,AUD,PayPal,0,2,Y,Y,Not Provided,Not Delivered,N,United Arab Emirates,Shopify,73f53c68-587e-49c6-a027-a7405e42e0f5,Yes,No,No
5129fb7c-6288-41a5-8c45-782198a6416d,78692606-7b81-4ea3-96ea-8a604a095292,2025-04-19,288.53,EUR,Credit Card,0,3,Y,Y,Not Provided,Not Delivered,Y,Sri Lanka,eBay,cbb71ba4-a67a-4d74-8f53-2d166d1057ba,No,Yes,No
2f120554-4a53-48cc-bdfa-bc08935ddd72,2e1984bf-c1db-4ae1-a648-2825bc2bef93,2024-03-12,19.21,AUD,PayPal,1,3,Y,Y,Not Provided,Not Delivered,N,Maldives,eBay,369140fe-6222-4f62-bd8e-cd4f8c867218,Yes,Yes,Yes
0870e15c-2fcd-41b5-924b-ace4307bf326,4d558e13-6a9d-4855-bb5e-377d2488083d,2024-03-16,312.64,INR,Credit Card,1,2,N,N,Not Provided,Delivered,Y,Seychelles,Amazon,87cb386a-e56d-444e-bd3f-c981a178219f,Yes,No,No
42930b33-a81a-4477-bb36-75b89cdeb3e6,b9ca27d1-f3d0-468f-80a6-c9f7531f9598,2023-11-22,309.93,INR,Bank Transfer,1,1,N,Y,Not Provided,Delivered,Y,Ghana,Etsy,4c08eb70-08ac-43ca-90ee-c05ea9512819,No,Yes,No
adc0da7a-16fe-4aa0-91af-923d79fdef7c,d0e9080e-f40c-474a-9965-f9d20c7c2794,2024-07-25,312.3,AUD,Bank Transfer,1,0,Y,Y,Provided,Not Delivered,N,British Virgin Islands,eBay,323e8f70-2252-464e-be75-9042f9f5d26b,Yes,Yes,No
2648ee38-e074-45eb-a156-63abc1f254b8,d214d60a-f989-4536-b363-8b6b29934eb0,2023-10-22,472.44,GBP,Bank Transfer,1,1,Y,N,Provided,Delivered,Y,Israel,Shopify,1ed68fd8-9dae-4825-b233-eb98808678b2,No,Yes,Yes
148b2758-d7ab-4928-89e4-69e6ec62b2c8,d5d1cfa5-78ca-4450-9927-7fd5d24a21c2,2024-09-07,344.09,USD,Credit Card,0,1,Y,Y,Provided,Not Delivered,N,Mongolia,Etsy,31b72fc5-046a-47f1-9fc4-5f2af9e2382b,Yes,Yes,Yes
d450fe4a-ec4f-417b-b306-d1a8e5eeac76,4033ee39-a765-4d00-9ff7-22e018595bc8,2025-01-02,186.16,AUD,PayPal,0,2,N,Y,Provided,Delivered,N,Yemen,Amazon,45f6863b-720a-4d9a-9273-df136e462a1c,Yes,Yes,Yes
d67e55fd-642b-4a42-aef9-c00b8a64c1b9,a95162bf-d820-4fda-8f05-929c4d837bbf,2025-02-03,224.15,USD,Bank Transfer,0,0,N,Y,Not Provided,Delivered,N,Ecuador,Etsy,32b8a8db-a847-4c27-a369-d50cfad057fa,Yes,Yes,Yes
85940927-468f-453d-864a-7a50b48d73f1,f7aef583-03ba-436f-8887-030cbd8a15d5,2024-08-30,351.84,USD,Credit Card,0,0,Y,Y,Not Provided,Delivered,N,Turks and Caicos Islands,Amazon,8ebae096-9e52-41e9-a0bf-0f098adc042a,Yes,Yes,Yes
37176e84-d977-4993-bc49-d76fcfc6e625,7b2e3884-e261-4b88-b598-1fb9a55c9665,2023-09-08,39.51,INR,Credit Card,1,1,Y,N,Not Provided,Delivered,N,New Zealand,Shopify,e0905e76-abaf-46de-9ab5-541f17826ea8,No,No,No
d3447490-96fd-45d0-adf2-0806e5214606,f42644ff-37f4-4bf0-91a1-7f3c4a2aa03a,2023-05-30,336.72,USD,Credit Card,1,1,Y,N,Provided,Delivered,N,Albania,Amazon,8ae90f37-0e51-4f10-a7af-38a73d14ca2f,Yes,No,No
46743741-9466-4472-ab5f-5241f323ca74,1046669f-045d-47ac-9504-248f17676d07,2023-07-11,338.61,AUD,PayPal,1,3,Y,Y,Provided,Delivered,Y,Colombia,eBay,ceff31bb-254c-4a60-8fdc-7892368c9f3f,No,No,Yes
a425799a-a905-4750-be1e-a9c573581a81,8b08f9c0-7f3d-492f-b371-461fd7f3b5db,2024-05-21,113.09,INR,PayPal,1,1,N,Y,Provided,Not Delivered,Y,Timor-Leste,eBay,cc99c8d4-bb6a-4e69-8ed9-7fb43046eb1b,No,No,No
fb82860d-eabc-48d0-b341-facdff0ac0f1,33b044ef-3b88-464e-bd7b-2ff8d49b78aa,2024-05-15,73.17,GBP,Bank Transfer,0,1,N,N,Not Provided,Not Delivered,N,New Zealand,eBay,123229de-b920-4e2f-8431-e80d384be799,No,No,Yes
5306f3f5-1516-4570-9b7c-709acb175a5a,8c6e5254-e63e-41b1-b5ab-42f8ded7ae0e,2024-06-23,164.56,EUR,PayPal,0,3,Y,N,Provided,Not Delivered,N,Israel,eBay,2fbd0a5d-64c9-4ea9-8b00-3011aa3763b5,Yes,No,No
964a870c-7c87-4b74-9d87-8f9f9cdf5a86,e6f0d90d-baa1-4f83-82f8-be9a15edf0a8,2023-05-22,188.22,GBP,PayPal,0,3,Y,N,Not Provided,Delivered,Y,Eritrea,Shopify,cd9c1239-ce82-429a-ada2-ffc06377bc08,No,Yes,Yes
30bcab0e-d857-4102-95d4-4936a1515607,1b92a232-0ce1-418d-8474-c58a33979554,2024-10-12,289.4,USD,PayPal,1,2,Y,Y,Provided,Delivered,N,Guam,Shopify,8fa09e30-65e7-443b-98b9-e655ce361c11,No,Yes,Yes
4562be7f-bb42-40b2-8426-465e3e37952d,53030e1c-48c5-4c59-abf3-b357e26d5c61,2023-07-18,224.91,EUR,PayPal,1,2,N,N,Provided,Delivered,N,Malaysia,Etsy,da8217cc-4206-4f4b-bf2a-2522c9b2c020,Yes,No,Yes
5f3f5638-3870-4a14-b490-b6081dfc8352,21c95c41-fb00-4cbc-96ef-ae46f4c02163,2023-06-05,494.3,AUD,Bank Transfer,0,3,N,Y,Provided,Not Delivered,N,Angola,eBay,27476c68-3236-4c01-a85a-3b11a4993c98,No,Yes,No
6d16ee18-5521-46dd-aba4-b180cb69ca38,74964c55-18a4-47ab-8388-5f7de24926ad,2024-10-25,60.0,EUR,PayPal,1,3,N,Y,Provided,Not Delivered,Y,Vietnam,Amazon,e2e4ef83-c5f6-4d74-98d6-5ad2d55cc8cd,Yes,No,No
c87a7463-19c1-4a0d-8feb-d845d0dfae43,b7c2cdf6-da16-47ee-a782-3fe57c6d6276,2024-08-05,112.35,EUR,Credit Card,1,1,Y,Y,Provided,Delivered,Y,Togo,eBay,4bb5ee29-2c28-44e7-9812-75086fd6b619,Yes,Yes,Yes
38018b47-b29a-4b06-9af6-6c5f2577bffa,68a0d587-b540-4747-b316-d65c35a60e3d,2023-06-12,89.04,EUR,Bank Transfer,1,2,N,N,Provided,Not Delivered,Y,Congo,Etsy,8b39f9c9-11ea-4d8b-9349-ea69b84a3dfb,Yes,No,No
a25b59fd-92e8-4269-912e-cbc40b9475b1,c7227921-fe16-47ab-b855-78cbbb13c6c3,2023-11-03,330.02,AUD,PayPal,0,2,N,Y,Provided,Not Delivered,Y,Hungary,eBay,85b4e690-4bcb-4763-98ee-f5cca00eb2df,Yes,Yes,Yes
9a27d858-88c1-42ad-afbf-c19ee8f6cf32,f1767ef7-a8ff-436b-8abd-6a95b6e07ad4,2023-12-18,134.11,INR,Bank Transfer,0,1,N,Y,Not Provided,Not Delivered,Y,Estonia,Amazon,7f689117-a654-42af-8890-a6113fd59226,No,Yes,No
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,91690a0e-c674-4a64-9ee3-51106e525d88,2023-10-25,238.49,USD,PayPal,0,2,N,Y,Provided,Not Delivered,Y,Bahamas,eBay,0263db87-e13f-48cc-a8e4-6647a1e4c152,Yes,Yes,No
d480865f-9b38-4e80-b042-e325a28f5ab0,0873f3cb-a055-405c-bef6-eb0d571bd867,2023-06-09,129.77,USD,PayPal,1,2,N,Y,Provided,Not Delivered,N,Bulgaria,Shopify,6f289b4f-b5a2-4905-80fd-39b122a96bd3,Yes,No,Yes
176ea1b1-6426-4cd5-9ea4-5cd69371a71f,31e9e296-413a-433b-abc0-e313e5bc892d,2024-07-03,87.9,GBP,PayPal,1,3,N,Y,Provided,Not Delivered,N,Nepal,Amazon,59a13202-ed33-4ded-a7dd-6935d7f32a4c,No,Yes,Yes
1db53334-fb03-43a1-9576-d4155ec17dbe,210d1f65-ea4f-461d-be23-738ac37ec4f6,2024-06-18,64.08,AUD,Bank Transfer,0,3,Y,Y,Not Provided,Delivered,Y,Norfolk Island,eBay,37c4fd45-5cdc-4812-a5c3-720401af7309,No,Yes,No
31d0b664-0589-4877-9b02-52440950fd13,fb813aa7-1656-46ba-b27a-f65f58cc113b,2023-12-17,331.6,INR,Bank Transfer,0,3,Y,N,Provided,Not Delivered,Y,Iceland,Etsy,26c5bba1-256e-4767-9197-1177cc347dd8,Yes,No,Yes
b7d6467b-2f5a-422a-b87f-43fdf6062541,91b36f0e-5347-48b9-af06-0150c2482ec0,2024-11-12,77.71,USD,PayPal,1,3,Y,N,Not Provided,Not Delivered,Y,Wallis and Futuna,eBay,c0f5e0e9-b722-47d7-b1d4-bd66a0582214,No,No,Yes
ba26d851-35e8-479a-baaf-0e891fb797fa,692ea93f-c6fb-4d36-a741-aaf0e8df1f69,2023-11-06,106.33,GBP,PayPal,0,1,N,N,Not Provided,Delivered,Y,Ghana,Shopify,7095e019-17e3-4fcd-b96d-7a2314ae4e85,Yes,Yes,No
ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,d9ece94a-d2dc-4c1c-9c68-0aee27ab2f5d,2023-11-09,190.68,AUD,Credit Card,1,0,N,Y,Not Provided,Not Delivered,N,Mauritania,Etsy,518c2d68-5d57-44d8-bb1b-c7d6b9246451,Yes,Yes,No
9edfa3da-6cf5-4b15-8b53-031d05d51433,34055443-5a11-414b-adf4-cd57236a4c2f,2023-09-19,412.29,GBP,Bank Transfer,1,2,Y,Y,Not Provided,Delivered,N,Nicaragua,Etsy,6ad65509-a379-4ac2-9fba-a83e683b220c,No,No,No
11ebcd49-428a-4c22-95fd-b76a19fbeb1d,e6827e9c-e5b9-46fe-8aa3-94fde8d73081,2024-08-19,57.58,USD,Credit Card,1,1,Y,Y,Not Provided,Not Delivered,Y,Mali,Shopify,b195f909-7eb4-469a-9798-ba8528033cc2,Yes,Yes,Yes
4d125e7f-a59c-4c98-926c-bc8f38884479,9fd91344-a660-4d22-a488-1980d663d135,2023-11-25,420.59,AUD,Credit Card,1,2,Y,Y,Provided,Not Delivered,Y,Nigeria,Shopify,8ab0670c-5fa9-40c9-8cb6-19ed6e943f9b,No,No,Yes
0fa07a3f-2e29-4065-afa2-31e959acdd98,210885d0-f802-4ca9-9290-e1bd487e0998,2025-04-12,57.09,GBP,Credit Card,1,0,N,Y,Not Provided,Delivered,Y,Burundi,Shopify,9c686157-9295-4e89-af2e-7c68450ea235,Yes,No,No
98b33c6e-0a14-490a-b795-e98680ee526e,117249ad-2d71-4abe-a446-6cdefd01aee2,2023-12-16,488.47,AUD,PayPal,0,0,Y,N,Provided,Delivered,Y,British Indian Ocean Territory (Chagos Archipelago),Shopify,3681e997-59d0-40f4-bc3c-eb93ac74f3a0,No,No,No
642aad48-fcfc-4a81-b306-d70019d5f970,aed4d590-c222-4598-800a-cd9849c8fe34,2024-09-28,239.64,EUR,Credit Card,0,0,N,Y,Not Provided,Not Delivered,Y,Saint Pierre and Miquelon,Shopify,02741cc9-7d70-46ed-bfe0-de6b8ee6109e,Yes,No,No
e786ab37-5bca-47be-8298-17c53308fb2e,21d0ad84-cc0b-45bd-b7d4-091aee6d7195,2023-12-11,488.61,AUD,Bank Transfer,1,0,Y,Y,Not Provided,Delivered,Y,Bahamas,Amazon,1d9f01b3-ed30-4e2b-adf4-d4ec8e771261,No,Yes,Yes
e6fd68e8-d69c-41c2-b860-1602bb4a06cb,a0b859cd-47a4-4a0d-aaa0-65292ca3ca18,2025-02-11,306.37,AUD,Bank Transfer,0,0,Y,Y,Not Provided,Delivered,Y,Malaysia,Shopify,f6f83e42-90f2-4510-b258-7cff9f834639,Yes,No,No
b29c467d-2b5f-4932-91dc-59efeb21a3f6,34a0fadb-8a6b-4f0e-b66f-0dad6f5e5a1e,2024-01-17,372.24,AUD,Bank Transfer,0,1,Y,N,Not Provided,Delivered,N,Kuwait,Etsy,f922d6d1-3e48-46e4-a32c-eacc0cb48ef6,No,No,Yes
c470f0e7-f76f-4fb8-b412-fc12ac322c12,bff66bc7-df87-44fe-8a9c-b21969974816,2024-02-01,29.2,GBP,PayPal,1,0,N,N,Provided,Delivered,Y,Turks and Caicos Islands,Amazon,629de749-63b5-4635-828a-a6234c905aaf,No,Yes,No
28805c5d-ad1b-4f60-89e4-dab20edc6d2b,b8e3ad10-46f3-4269-844e-f78e16764a3c,2024-05-30,148.58,INR,Bank Transfer,1,3,N,N,Not Provided,Not Delivered,Y,Christmas Island,Shopify,94fb01eb-53f0-4113-8c4c-3d76b8c723db,Yes,Yes,No
878b9f6b-57a1-4b71-a975-d279d86dbf11,de5d5c49-0807-480a-b79b-0f2db10deafb,2024-07-13,68.9,USD,PayPal,0,2,Y,Y,Not Provided,Delivered,N,Saint Helena,eBay,650752f2-da62-4748-96ba-4f515edc831c,Yes,Yes,Yes
ebe21368-98c7-4205-9e01-a934402d0baf,d052c0d3-4452-418d-892f-e0a3f588d075,2025-02-08,155.11,AUD,PayPal,0,1,Y,N,Not Provided,Not Delivered,N,Bulgaria,Etsy,e2395502-a62a-41ed-b880-cdcd91afc62d,Yes,Yes,No
0361524c-2cc0-4859-aa65-24ab713b7e05,d6defafa-18f8-4884-baf5-3139a2146cdc,2023-11-15,68.18,INR,PayPal,0,2,N,Y,Not Provided,Delivered,Y,French Guiana,Shopify,4f0aec97-ca7e-4ffc-a9bf-90b153d07a05,Yes,Yes,Yes
e66cd36e-68ef-4f5f-ae68-690a78bc7175,061f829b-b14c-4a36-a00a-daae70c4b9ea,2023-05-06,165.81,GBP,Bank Transfer,1,1,Y,Y,Provided,Delivered,N,Spain,Shopify,825e4702-5608-49a3-a2c0-dfe7e869e29b,No,Yes,Yes
eae2025e-8233-4e23-9ff3-334b91b15f5d,9f866b0d-29ba-4f38-ac6b-c9658f3a06aa,2023-07-12,212.99,AUD,Credit Card,1,1,N,N,Provided,Delivered,Y,Liechtenstein,eBay,800f6def-e454-4de9-b226-4aa4ab0feeb5,No,Yes,Yes
637e0edc-5b6e-4ae7-a620-81434fbaecc0,89a9fa58-ef45-48d7-8b1c-dc90bb4e62f6,2024-12-28,41.43,EUR,Bank Transfer,0,3,Y,N,Provided,Not Delivered,Y,Bangladesh,Shopify,24b94984-cd37-4a84-8e6f-4adfb9aac643,No,Yes,Yes
27460f22-403d-4f83-a859-890cd670f668,f7a58115-29ab-4793-9ed2-8d5ed1f7ddca,2024-11-04,349.31,GBP,Credit Card,1,2,N,N,Not Provided,Delivered,Y,United Kingdom,eBay,f6e777fa-9f37-461f-8df4-c7ef37db1a13,Yes,Yes,No
753c7c99-032f-46ca-b0d9-c2aa8f837ef7,badae7e6-4fad-4c19-b358-7763375dc3b9,2025-04-11,287.63,EUR,PayPal,0,0,Y,Y,Not Provided,Not Delivered,N,Tunisia,Shopify,8e9c2ca8-4ad4-483d-ab36-b30a2205f227,No,Yes,No
bd30291a-55fe-408e-943e-2e04bdd7d19b,04dc96d8-45fe-44dc-bd8b-ab5bef7baa2a,2023-10-20,140.04,EUR,Bank Transfer,1,2,Y,N,Provided,Delivered,Y,Cuba,eBay,0130ff09-62d7-4e5a-b558-e1e0db16864e,No,No,Yes
2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,ef63c6b0-ad95-44c6-bcad-d5ba79a51f23,2024-06-29,266.39,EUR,PayPal,1,1,Y,Y,Provided,Not Delivered,N,Micronesia,Etsy,ebe7b3ad-8b27-46b2-aa40-6e7eb553f484,Yes,Yes,Yes
7b59051b-f400-48d7-831d-5a973d792fa1,c6b90f91-6f06-4074-8eec-3f0b02a34d6b,2023-05-02,56.03,USD,Credit Card,1,2,Y,Y,Provided,Not Delivered,N,Palau,Shopify,80b73f03-7b2c-43ab-9aab-3929d1508738,No,Yes,Yes
ac642b4c-49b2-4ded-9c31-d9b25a2b745b,20d29bb6-5a4a-4ef2-8c6d-ce8f4cb7e503,2025-03-26,292.21,AUD,Credit Card,1,3,Y,N,Not Provided,Delivered,Y,Slovakia (Slovak Republic),eBay,c4f3a05d-fe89-4db8-9850-b65a61c615a2,No,No,No
e456697c-f268-4baa-971c-702d5bf49c04,2ca37ba8-dba6-4979-a005-77f02040be6c,2024-12-19,465.36,GBP,Credit Card,1,2,N,Y,Provided,Delivered,N,Christmas Island,eBay,18ac82dd-bc0a-420c-9059-ef93ea8f01c8,No,No,Yes
21e15094-9efe-4464-9a90-f534a23d4c9d,5584deaf-6c1d-4c14-9715-8b749122e7ac,2025-03-15,166.1,INR,Bank Transfer,0,1,Y,N,Not Provided,Not Delivered,Y,Cuba,Amazon,938724bc-4dbe-45f6-9bd8-5726edc62e1f,No,No,Yes
bf9cc545-6355-48f7-8f6f-a985b732d46f,700720b1-442c-4ebd-ad0f-ac85f8a4112b,2023-11-19,337.03,USD,PayPal,1,2,Y,N,Provided,Not Delivered,Y,Israel,eBay,1fdf90c2-6689-45fe-8981-785b10d7e64e,No,No,No
14aa451c-a69c-4b85-9432-f8db6a174c1c,4cc1fab2-18fd-486f-a04b-0bec37584516,2023-10-18,74.58,USD,Credit Card,0,1,Y,N,Not Provided,Not Delivered,Y,Papua New Guinea,Etsy,f40d9e11-60bc-4575-91c5-4ba7386df65f,No,No,Yes
b2d650af-313b-42b7-9836-31890063e42f,31730404-c66d-447e-a23d-3f118cf67104,2024-12-11,361.0,EUR,PayPal,0,0,N,Y,Provided,Not Delivered,N,Cuba,Shopify,4e40e3dc-f4a5-4da6-8819-e313923b0c9f,No,No,Yes
